,Hotel_name,Rating,Description,Link,City_name,Lat,Lon
144,Hotel Restaurant Siatel Chateaufarine,7.9,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Restaurant Siatel Chateaufarine !   pour économiser. Doté d’une connexion Wi-Fi gratuite, l’Hotel Restaurant Siatel Chateaufarine propose des hébergements à 7,5 km du centre de Besançon, en Bourgogne-Franche-Comté. Vous pourrez vous détendre sur la terrasse ou jouer au billard dans le bar de l’établissement. La climatisation est disponible dans les parties communes. Toutes les chambres sont insonorisées et disposent d’une télévision à écran plat, d’un bureau ainsi que d’un téléphone. Certaines sont climatisées et munies d’une connexion Wi-Fi haut débit. Leur salle de bains privative est pourvue d’un sèche-cheveux. Le restaurant propose pour le déjeuner et le dîner un buffet composé de plats, de desserts et de fromages français traditionnels. Un petit-déjeuner est servi tous les matins. Un parking privé est disponible gratuitement sur place, et la gare de Besançon-Viotte se trouve à 7,7 km. L’autoroute A36 ainsi que le musée des beaux-arts et d’archéologie sont respectivement situés à 6,2 et 8,2 km.   ", https://www.booking.com/hotel/fr/siatel-chateaufarine.fr.html?label=gen173nr-1FCAMoTUIIYmVzYW5jb25IDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AprqqpYGwAIB0gIkMTdlNDVmMWItOWRkZi00MzBiLWE4YWEtYTk0YjRhNjNlYTcy2AIF4AIB&sid=45c36503a155d3d087771c7a19d75ed8,Besancon,47.21613222,5.94183326
145,Hôtel AKENA BESANCON,8.6,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel AKENA BESANCON !   pour économiser. Situé à Besançon, à 7 km du parc Micropolis, l'Hôtel AKENA BESANCON propose un restaurant, un parking privé gratuit, un bar et une terrasse. L’établissement se trouve à 7 km de l'université de Besançon-Vesoul, à 9 km du musée des Beaux-Arts et d'Archéologie ainsi qu’à 10 km du musée du Temps de Besançon. Vous profiterez d’une réception ouverte 24h/24 et d’une connexion Wi-Fi gratuite dans l’ensemble des locaux. Chaque matin, l’hôtel sert un petit-déjeuner buffet. L’Hôtel AKENA BESANCON vous accueille 9 km de l’hôtel de ville de Besançon et à 10 km de la cathédrale Saint-Jean. L’aéroport le plus proche, celui de Dole-Jura, est installé à 48 km.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/akena-besancon.fr.html?label=gen173nr-1FCAMoTUIIYmVzYW5jb25IDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AprqqpYGwAIB0gIkMTdlNDVmMWItOWRkZi00MzBiLWE4YWEtYTk0YjRhNjNlYTcy2AIF4AIB&sid=45c36503a155d3d087771c7a19d75ed8,Besancon,47.23547525,5.9000854
146,Premiere Classe Besancon Ecole Valentin,6.9,"Situé à proximité de l'Alsace et du Jura, cet hôtel est facilement accessible depuis l'autoroute A36. Il est situé dans le village d'Ecole-Valentin, à 5 minutes de route de Besançon. Une connexion Wi-Fi est disponible gratuitement. Le Premiere Classe Besancon Ecole Valentin propose des chambres climatisées. Chacune est équipée d'une télévision par satellite avec les chaînes Canal + et beIN Sports. La salle de bains privative est pourvue d'une douche et de serviettes. Vous pourrez savourer un petit-déjeuner buffet tous les matins dans l'élégante salle prévue à cet effet. Un parking privé gratuit pour les voitures et les bus est disponible sur place. Le Première Classe Besançon est situé en Franche-Comté. Dans les environs, vous pourrez visiter la technopole de Besançon.   Chaîne hôtelière/marque:Premiere Classe", https://www.booking.com/hotel/fr/premiere-classe-besancon-ecole-valentin.fr.html?label=gen173nr-1FCAMoTUIIYmVzYW5jb25IDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AprqqpYGwAIB0gIkMTdlNDVmMWItOWRkZi00MzBiLWE4YWEtYTk0YjRhNjNlYTcy2AIF4AIB&sid=45c36503a155d3d087771c7a19d75ed8,Besancon,47.27044104,5.9982723
147,ibis Besançon la City,7.8,"L’ibis Besançon la City se trouve sur les rives du Doubs, dans le quartier d’affaires La City, à 10 minutes de marche du centre-ville de Besançon et de ses musées. Vous rejoindrez la Citadelle en 35 minutes à pied. L’établissement propose des chambres climatisées, dont 4 sont accessibles aux personnes à mobilité réduite. Tous les matins, vous dégusterez un petit-déjeuner buffet incluant des mets sucrés et salés tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Le restaurant Bistro Régent propose un menu de style bistro à base de produits frais. Une réception ouverte 24h/24 est présente sur place et un parking souterrain sécurisé est disponible moyennant des frais supplémentaires.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  Chaîne hôtelière/marque:ibis", https://www.booking.com/hotel/fr/ibis-besancon-la-city.fr.html?label=gen173nr-1FCAMoTUIIYmVzYW5jb25IDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AprqqpYGwAIB0gIkMTdlNDVmMWItOWRkZi00MzBiLWE4YWEtYTk0YjRhNjNlYTcy2AIF4AIB&sid=45c36503a155d3d087771c7a19d75ed8,Besancon,47.2354914,6.01498839
148,All Suites Besançon,8.0,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement All Suites Besançon !   pour économiser. Doté d’un jardin, l’établissement All Suites Besançon vous propose des hébergements à Besançon, à moins de 4,2 km du parc des expositions Micropolis et à moins de 1 km de l’université de Besançon Vesoul. Vous bénéficierez gratuitement d’un parking privé et d’une connexion Wi-Fi dans l’ensemble des locaux. Cet hôtel 3 étoiles propose un service d’étage et une bagagerie. Des chambres familiales sont disponibles sur place. Les chambres de l’hôtel comportent un bureau, une télévision à écran plat et une salle de bains privative. Lors de votre séjour, vous pourrez profiter d’une terrasse. L’établissement est situé à 2,6 km du musée des beaux-arts et d’archéologie de Besançon et à 3,1 km du musée du Temps. L’aéroport de Dole-Jura, le plus proche, est implanté à 49 km de l’hôtel All Suites Besançon.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/all-suites-besancon.fr.html?label=gen173nr-1FCAMoTUIIYmVzYW5jb25IDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AprqqpYGwAIB0gIkMTdlNDVmMWItOWRkZi00MzBiLWE4YWEtYTk0YjRhNjNlYTcy2AIF4AIB&sid=45c36503a155d3d087771c7a19d75ed8,Besancon,47.25435723,5.99548012
149,ibis budget Besançon Centre Gare,7.7,"Situé à Besançon, à seulement 100 mètres de la gare de la Viotte, l'hôtel ibis budget Besançon Centre Gare propose des chambres simples dotées d'une connexion Wi-Fi gratuite et d'un accès 24h/24. Chaque chambre est dotée de la climatisation et comprend une télévision à écran plat. La salle de bains privative est équipée d'une douche. Un petit-déjeuner buffet est servi tous les jours et vous trouverez des restaurants locaux à moins d'1 minute à pied. Le palais Granvelle est situé à 2 km de l'hôtel et la Citadelle de Besançon, chef d’œuvre de Vauban inscrit au patrimoine mondial de l'UNESCO, est à 2,5 km. Le centre-ville de Besançon est accessible en 15 minutes à pied.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  Chaîne hôtelière/marque:ibis Budget", https://www.booking.com/hotel/fr/ibis-budget-besanasson-centre-gare.fr.html?label=gen173nr-1FCAMoTUIIYmVzYW5jb25IDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AprqqpYGwAIB0gIkMTdlNDVmMWItOWRkZi00MzBiLWE4YWEtYTk0YjRhNjNlYTcy2AIF4AIB&sid=45c36503a155d3d087771c7a19d75ed8,Besancon,47.24684641,6.02312028
150,ibis Styles Besançon,7.9,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement ibis Styles Besançon !   pour économiser. Idéalement situé dans un parc, l'hôtel ibis Styles Besançon se trouve à 15 minutes à pied de la gare TGV et du centre de Besançon. Il met à votre disposition une piscine extérieure dotée d'une terrasse bien exposée ainsi qu'une connexion Wi-Fi gratuite. Ses chambres climatisées et spacieuses affichent une décoration de style contemporain. Elles comprennent également une télévision à écran LCD et une connexion Wi-Fi gratuite. L'établissement vous proposera chaque matin un petit-déjeuner buffet. Vous pourrez siroter un verre au bar de l'hôtel ou dîner dans son restaurant. Une aire de jeux pour enfants et des salles de réunion sont également disponibles sur place. L'hôtel met à votre disposition un parking privé gratuit ainsi qu'une réception ouverte 24h/24. Il se situe à 10 minutes en voiture du parc des expositions Micropolis et à seulement 3,7 km de la citadelle de Besançonet, site classé au patrimoine mondial de l'UNESCO.   Chaîne hôtelière/marque:ibis Styles", https://www.booking.com/hotel/fr/besancon.fr.html?label=gen173nr-1FCAMoTUIIYmVzYW5jb25IDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AprqqpYGwAIB0gIkMTdlNDVmMWItOWRkZi00MzBiLWE4YWEtYTk0YjRhNjNlYTcy2AIF4AIB&sid=45c36503a155d3d087771c7a19d75ed8,Besancon,47.25425346,6.0216397
151,Résidence Pierre & Vacances Le Clos d'Eguisheim,7.9,"La Résidence Pierre & Vacances Le Clos d’Eguisheim est située à 700 mètres du centre du village d’Eguisheim en Alsace, le long de la route des vins. La résidence propose une piscine intérieure chauffée et des appartements entièrement équipés. Dotés d’une terrasse ou d’une loggia pourvue de mobilier de jardin, les appartements entièrement meublés comprennent tous une pièce à vivre séparée, ainsi qu’une salle de bains privative. Leur cuisine est équipée de plaques de cuisson vitrocéramique, d’un réfrigérateur et d’une cafetière. Une connexion Wi-Fi est disponible moyennant des frais supplémentaires. Un service de boulangerie est assuré moyennant des frais supplémentaires. La Résidence Pierre & Vacances donne sur la colline des Trois-Châteaux. L’établissement se trouve à seulement 6,5 km du centre-ville de Colmar et à 30 km de la frontière allemande. Le parking est gratuit et un service de prêt de livres ou de jeux de société est assuré. L’établissement est détenteur du label Clé Verte.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  Chaîne hôtelière/marque:Pierre & Vacances Résidences", https://www.booking.com/hotel/fr/residence-pierre-et-vacances-le-clos-d-eguisheim.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.04502734,7.31185466
152,Auberge des Trois Châteaux,8.6,"Entouré de vignobles et situé le long de la route des vins d'Alsace, l'établissement l'Auberge des Trois Châteaux est installé au cœur d'Eguisheim. Son traditionnel Winstub sert des spécialités et des vins typiques de la région. Ses chambres disposent d'une télévision par satellite à écran plat, d'un téléphone et d'un réveil. Leur salle de bains est pourvue d'une baignoire ou d'une douche et d'un sèche-cheveux. Une connexion Wi-Fi est disponible gratuitement dans tout l'établissement. Cette maison du XVIIe siècle, typique de la région, se situe à 8 km de Colmar et à 5 km de sa gare. Les 3 châteaux de la région – le Wahlenbourg, le Weckmund et le château du Hohlandsbour – sont tous à moins de 12 km de l'Auberge des Trois Châteaux.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/auberge-des-trois-chac-teaux.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.0430391,7.30580762
153,Hôtel Restaurant À la ville de Nancy,8.3,"Situé dans le village alsacien typique d'Eguisheim, cet hôtel occupe un bâtiment à colombages et dispose d'un restaurant servant une cuisine régionale traditionnelle. Décorées simplement, les chambres de l'Hôtel Restaurant À la ville de Nancy disposent d'une télévision à écran plat et d'une salle de bains privative pourvue d'un sèche-cheveux, d'articles de toilette gratuits et d'une baignoire ou d'une douche. Certaines comprennent un coin salon. Un petit-déjeuner continental est servi tous les matins. Au restaurant, vous pourrez savourer des plats alsaciens faits maison tels que de la choucroute et du baeckeoffe accompagnés de vins de la région. L'Hôtel Restaurant À la ville de Nancy est situé à 7,5 km de Colmar et à 5 minutes en voiture de l'abbaye de Marbach datant du IVe siècle. La frontière allemande est accessible en 40 minutes de route de l'hôtel.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/ha-tel-restaurant-a-la-ville-de-nancy.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.04349458,7.30439007
154,Auberge du Rempart,8.7,"Offrant une vue sur la ville, l'établissement à la gestion familiale Auberge du Rempart est situé dans le centre historique d'Eguisheim, en Alsace, à 100 mètres du marché de Noël de la ville. Les chambres comportent une télévision à écran plat et une salle de bains privative pourvue d'un sèche-cheveux ainsi que d'une douche ou d'une baignoire. Un petit-déjeuner buffet est servi chaque matin moyennant des frais supplémentaires. Vous pourrez prendre vos repas au restaurant ou sur la terrasse par beau temps. L'aéroport international de Bâle-Mulhouse-Fribourg se trouve à 52 km.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/auberge-du-rempart.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.04215781,7.30737026
155,L'Hostellerie du Château,9.0,"L'établissement L'Hostellerie du Château est situé au cœur du village médiéval d'Eguisheim, sur la route des vins d'Alsace. Il propose des chambres décorées individuellement et dotées d'une connexion Wi-Fi gratuite par fibre optique. Toutes les chambres sont équipées d'une télévision par satellite et d'un minibar. Leur salle de bains privative carrelée est pourvue d'une baignoire. Chaque matin, vous dégusterez un petit-déjeuner buffet continental servi dans la salle à manger. Vous séjournerez à 6 km du centre-ville de Colmar et à 87 km de l'aéroport de Strasbourg. Enfin, vous pourrez visiter les 3 châteaux du village, accessibles à quelques minutes à pied de L'Hostellerie du Château.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/hostellerie-du-chateau-eguisheim.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.04242043,7.30631925
156,Hôtel L'Auberge Alsacienne,8.5,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel L'Auberge Alsacienne !   pour économiser. Situé dans le village d'Eguisheim, en Alsace, l'Hôtel L'Auberge Alsacienne propose des chambres modernes avec salle de bains privative et un restaurant traditionnel. La connexion Wi-Fi est gratuite dans l'ensemble de l'hôtel. Les chambres insonorisées comprennent une télévision par satellite à écran plat. Un sèche-cheveux et des articles de toilette gratuits sont également fournis. Un petit-déjeuner buffet vous sera servi tous les matins dans la salle à manger. Le restaurant de l'hôtel propose une cuisine typiquement alsacienne avec des menus à la carte. Le centre d'Eguisheim se trouve à seulement 300 mètres et la gare SNCF de Colmar est à 6 km. La frontière allemande est très proche et Fribourg est accessible en 1 heure de route.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/ha-tel-restaurant-l-auberge-alsacienne.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.04223841,7.30916776
157,Hotel Colmar Vignes Eguisheim,8.8,"Situé à 200 mètres du centre-ville d'Eguishein et à 10 minutes en voiture de Colmar, l'Hotel Colmar Vignes Eguisheim met gratuitement à votre disposition une connexion Wi-Fi ainsi qu'un parking privé. Les chambres sont équipées d'une télévision. Certaines sont dotées d'un balcon privé. Chaque matin, un petit-déjeuner buffet est servi. La route des vins d'Alsace et les Vosges sont facilement accessibles depuis l'Hotel Colmar Vignes Eguisheim.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  Chaîne hôtelière/marque:Logis Hôtels", https://www.booking.com/hotel/fr/auberge-des-comtes.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.04327133,7.30412185
158,James Vignoble Hôtel - Eguisheim,8.8,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement James Vignoble Hôtel - Eguisheim !   pour économiser. Le James Vignoble Hôtel - Eguisheim vous accueille en plein cœur du vignoble d'Eguisheim. Il offre une vue spectaculaire sur la Forêt-Noire. L'établissement est équipé de deux piscines dont une extérieure chauffée à 29°C (Fermée en hiver, ouverte selon les conditions climatiques et les saisons). L’espace détente est ouvert et dispose d'une piscine couverte chauffée à 29°C. Il comprend également un bain à remous et un sauna panoramique. L'accès est gratuit pour les clients de l'hôtel. Des peignoirs, des serviettes et des tongs sont proposés à la réception, moyennant des frais supplémentaires. Les 31 chambres meublées sont pourvues d’une salle de bains privative. Chaque chambre est équipée d'une télévision, d'un téléphone, de la climatisation et d'un minibar. Un petit-déjeuner buffet, composé de mets sucrés et salés, est servi tous les matins. Le petit-déjeuner doit être réservé à l’arrivée. La connexion Wi-Fi est gratuite dans l’ensemble des locaux. Le stationnement est payant sur place. Vous trouverez plusieurs restaurants à moins de 5 minutes de marche. Le marché de Noël d’Eguisheim se trouve à 500 mètres.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/saint-hubert-eguisheim.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.04496277,7.30157845
159,Brit Hotel Confort La Ferme du Pape,7.8,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Brit Hotel Confort La Ferme du Pape !   pour économiser. Le Brit Hotel Confort La Ferme du Pape vous accueille à l'entrée d'un charmant village au cœur des vignobles, dans une région gastronomique, à 8 km de Colmar. Les chambres à la décoration traditionnelle du Brit Hotel Confort La Ferme du Pape sont dotées d'installations modernes, telles qu'une connexion Wi-Fi gratuite. Le Brit Hotel Confort La Ferme du Pape présente une terrasse ombragée, où vous pourrez savourer des spécialités locales accompagnées de vins de la région. L'établissement comporte un ascenseur, un parking privé gratuit et des installations pour les personnes à mobilité réduite. Le parcours de golf et les courts de tennis se trouvent à 5 km. Vous rejoindrez la piscine de la ville à 6 km.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/hostellerie-du-pape.fr.html?label=gen173nr-1FCAMoTUIJZWd1aXNoZWltSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKZ6qqWBsACAdICJDQ4NjZjYzBiLTgzODEtNGJiMi1iNmFjLTM2ODI5YjM2MmY3NtgCBeACAQ&sid=03611c153864036944ac1e4e9d05dc04,Eguisheim,48.04228862,7.3094514
160,Contact Hotel Du Ladhof,6.4,"Cet établissement est à 13 minutes à pied de la plage. Situé à deux pas de l'Ill, l'Hôtel du Ladhof vous réserve un accueil chaleureux dans un cadre paisible et verdoyant, dans un étonnant bâtiment rouge offrant une situation fonctionnelle. L'Hôtel du Ladhof propose des chambres tout confort. Le cadre paisible de l'hôtel vous garantit de bonnes nuits de sommeil. Les chambres sont lumineuses et disposent d'équipements modernes. Pour votre confort, l'hôtel vous propose un restaurant offrant une cuisine familiale et raffinée ainsi que des spécialités alsaciennes, à savourer dans une ambiance conviviale. L'Hôtel du Ladhof jouit d'une situation fonctionnelle à 2 minutes de la zone industrielle et à 5 minutes du centre-ville de Colmar.   ", https://www.booking.com/hotel/fr/du-ladhof.fr.html?label=gen173nr-1FCAMoTTjnAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCmOqqlgbAAgHSAiQ4OWI1ZDA3Ni1hMTgyLTQ3MmYtODVlOS1iNWZmNzA2NzE4OTbYAgXgAgE&sid=007296d67eeaba4a9243d3da429a2d8b,Colmar,48.10702105,7.38599226
161,Campanile Colmar - Parc des Expositions,7.3,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Campanile Colmar - Parc des Expositions !   pour économiser. Cet établissement est à 9 minutes à pied de la plage. Situé en face de l'aéroport, l’établissement Campanile Colmar - Parc des Expositions propose un restaurant et des chambres avec connexion Wi-Fi gratuite. Le centre-ville de Colmar vous attend à 4 km. Offrant une vue sur le jardin, les chambres du Campanile Colmar disposent toutes d'un plateau/bouilloire, d'une télévision à écran LCD et d'une salle de bains privative avec sèche-cheveux. Vous pourrez regarder les chaînes Canal+ et BeIN Sports dans votre chambre et au salon de l’hôtel. Le petit-déjeuner buffet, servi tous les matins, est proposé également sur la terrasse de l’hôtel. Le restaurant sur place sert une cuisine régionale et un menu pour enfants. Le petit-déjeuner des 5 à 12 ans est facturé 5,95 EUR, et ce montant s’élève à 10,90 EUR pour les enfants de 13 à 17 ans. Le Campanile Colmar possède une réception ouverte 24h/24 et une salle de réunion équipée. Pour votre confort, le parking privé sur place est gratuit.   Chaîne hôtelière/marque:Campanile", https://www.booking.com/hotel/fr/campanile-colmar-aeroport.fr.html?label=gen173nr-1FCAMoTTjnAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCmOqqlgbAAgHSAiQ4OWI1ZDA3Ni1hMTgyLTQ3MmYtODVlOS1iNWZmNzA2NzE4OTbYAgXgAgE&sid=007296d67eeaba4a9243d3da429a2d8b,Colmar,48.10965199,7.36455202
162,Hotel Beausejour Colmar,7.9,"Le Beauséjour est un établissement à la gestion familiale, situé à seulement quelques pas du centre historique de Colmar. Il propose des chambres décorées de manière personnalisée et possède un restaurant donnant sur son jardin. Tous les hébergements sont équipés d'une télévision à écran plat et d'une connexion Wi-Fi gratuite. Ils sont desservis par un ascenseur. Les chambres Charme présentent un mobilier provençal, tandis que les chambres Privilège sont ornées de meubles bleus et rouges. Tous les logements sont pourvus d'une salle de bains privative. Vous pourrez savourer des plats traditionnels et régionaux dans la salle à manger éclairée aux chandelles ou dans le jardin, les mois plus chauds. L'hôtel propose également un petit-déjeuner quotidien. La famille Keller assure un hébergement de qualité depuis 1913. Grâce à l'emplacement privilégié de l'établissement, vous pourrez rejoindre le centre-ville en seulement 8 minutes à pied et y découvrir ses quartiers riches en histoire. Vous trouverez également près de l'Hôtel Beauséjour les célèbres marchés de Noël, où vous aurez l'occasion de découvrir les goûts et traditions de cette région célèbre.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/beausejourcolmar.fr.html?label=gen173nr-1FCAMoTTjnAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCmOqqlgbAAgHSAiQ4OWI1ZDA3Ni1hMTgyLTQ3MmYtODVlOS1iNWZmNzA2NzE4OTbYAgXgAgE&sid=007296d67eeaba4a9243d3da429a2d8b,Colmar,48.08405233,7.36607082
163,Greet Hotel Colmar,8.1,"L'Hôtel Restaurant - Les Maraichers vous accueille à l'entrée de Colmar, à seulement 1,3 km du quartier historique, connu sous le nom de petite Venise. Une connexion Wi-Fi est disponible gratuitement. Les chambres sont toutes dotées d'une salle de bains privative moderne et d'une télévision par câble à écran plat. Des chambres pour personnes à mobilité réduite sont également proposées. Le soir, le restaurant climatisé de l'établissement vous préparera des repas comprenant diverses saveurs et des spécialités alsaciennes traditionnelles. Il utilise uniquement les meilleurs produits locaux et régionaux. Si le temps le permet, vous aurez la possibilité de prendre vos repas sur la terrasse. L'Hôtel Restaurant - Les Maraîchers se trouve à 2,3 km de la gare de Colmar. De plus, vous profiterez sur place d'un parking privé gratuit et d'un local à vélos.   Chaîne hôtelière/marque:Greet Hotel", https://www.booking.com/hotel/fr/comfort-les-maraichers.fr.html?label=gen173nr-1FCAMoTTjnAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCmOqqlgbAAgHSAiQ4OWI1ZDA3Ni1hMTgyLTQ3MmYtODVlOS1iNWZmNzA2NzE4OTbYAgXgAgE&sid=007296d67eeaba4a9243d3da429a2d8b,Colmar,48.06517112,7.36302316
164,Le Rapp,8.1,"Le Rapp est pourvu d'un emplacement idéal, au cœur du vieux Colmar, à 290 mètres du marché de Noël de la place des Dominicains. La connexion Wi-Fi est gratuite dans l'ensemble de ses locaux. Vous bénéficierez d'une piscine intérieure, d'un hammam, d'un sauna et d'un bain turc en marbre. Toutes les chambres sont pourvues de la climatisation et d'une télévision à écran plat. Elles disposent d'une salle de bains privative avec des articles de toilette gratuits, un sèche-cheveux, ainsi qu'une baignoire ou une douche. Le restaurant de l'établissement sert une cuisine traditionnelle et de saison, accompagnée de vins savoureux d'Alsace. La gare de Colmar est à 900 mètres du Rapp, tandis que le musée Unterlinden se situe à 600 mètres. Vous profiterez d'un parking privé sur place, sur réservation et moyennant des frais supplémentaires quotidiens.  C'est le quartier préféré des voyageurs visitant Colmar, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/le-rapp.fr.html?label=gen173nr-1FCAMoTTjnAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCmOqqlgbAAgHSAiQ4OWI1ZDA3Ni1hMTgyLTQ3MmYtODVlOS1iNWZmNzA2NzE4OTbYAgXgAgE&sid=007296d67eeaba4a9243d3da429a2d8b,Colmar,48.0764186,7.35596895
